tract_fips,county_name,diabetes_crude_prev,obesity_crude_prev,bphigh_crude_prev,csmoking_crude_prev,lpa_crude_prev,checkup_crude_prev,access2_crude_prev,geolocation
53015001600,Cowlitz,11.9,36.0,28.1,15.0,21.0,68.3,14.2,POINT (-122.5517 46.2146)
53015001700,Cowlitz,13.5,35.6,32.5,9.4,16.5,69.5,3.2,POINT (-122.6885 46.1691)
53015001800,Cowlitz,10.9,32.2,29.3,10.4,17.7,70.3,4.1,POINT (-122.5116 46.3038)
53015001900,Cowlitz,14.8,38.7,37.5,16.6,26.1,73.1,12.9,POINT (-122.7903 46.1116)
53015002000,Cowlitz,9.7,31.2,24.8,11.1,17.0,66.9,7.4,POINT (-122.5099 46.1889)
53015002100,Cowlitz,6.5,21.1,21.1,6.5,7.9,70.8,2.8,POINT (-122.6092 46.1367)
53015002200,Cowlitz,13.7,39.0,33.9,18.4,23.6,71.7,13.6,POINT (-122.5585 46.2524)
53015002300,Cowlitz,9.6,35.5,27.4,13.1,20.0,67.7,11.2,POINT (-122.7090 46.2092)
53015002400,Cowlitz,13.2,28.5,36.7,7.8,18.4,74.6,2.8,POINT (-122.6255 46.3301)
53015002500,Cowlitz,10.2,25.6,27.2,8.4,16.2,72.4,8.7,POINT (-122.7320 46.2586)
53015002600,Cowlitz,9.8,28.9,23.3,8.4,16.8,72.4,3.0,POINT (-122.7669 46.2410)
53015002700,Cowlitz,9.8,29.6,28.3,8.8,16.1,67.4,6.2,POINT (-122.5841 46.1135)
53015002800,Cowlitz,12.6,35.1,32.1,13.0,20.6,68.2,8.9,POINT (-122.5967 46.1964)
53015002900,Cowlitz,15.2,42.6,38.0,18.2,26.8,73.8,13.3,POINT (-122.6305 46.1208)
53015003000,Cowlitz,11.0,34.0,26.2,10.0,14.3,68.7,8.9,POINT (-122.6312 46.1732)
53015003100,Cowlitz,16.8,45.9,43.2,15.1,25.0,70.0,9.4,POINT (-122.5838 46.1273)
53015003200,Cowlitz,10.8,29.6,24.3,11.9,15.5,67.9,11.7,POINT (-122.7660 46.2818)
53017000100,Douglas,9.2,17.0,23.7,7.4,16.4,63.5,10.1,POINT (-119.6255 47.6802)
53017000200,Douglas,10.4,29.9,35.1,7.8,15.5,72.3,5.9,POINT (-119.6084 47.7987)
53017000300,Douglas,11.8,34.4,30.3,13.1,19.5,70.6,7.2,POINT (-119.7329 47.7948)
53017000400,Douglas,12.5,34.3,35.4,12.8,16.3,74.0,2.8,POINT (-119.7881 47.7085)
53017000500,Douglas,9.9,26.8,30.6,5.2,19.3,73.1,6.8,POINT (-119.6130 47.6371)
53017000600,Douglas,11.4,33.6,31.9,13.5,21.8,69.3,9.6,POINT (-119.5149 47.6180)
53017000700,Douglas,11.2,31.0,32.7,12.4,12.1,71.4,2.8,POINT (-119.5470 47.8380)
53017000800,Douglas,11.5,30.8,33.2,13.1,18.0,70.6,4.6,POINT (-119.7266 47.8620)
53017000900,Douglas,8.1,23.3,25.6,9.3,15.0,69.9,6.6,POINT (-119.8268 47.8440)
53017001000,Douglas,9.9,31.5,29.8,12.5,21.5,70.7,10.3,POINT (-119.5760 47.5965)
53017001100,Douglas,14.2,37.6,33.6,14.1,21.0,67.5,9.6,POINT (-119.4946 47.6124)
53017001200,Douglas,9.6,27.5,21.6,9.6,15.1,64.3,8.9,POINT (-119.5886 47.7924)
53019000100,Ferry,17.1,31.7,35.1,11.2,17.1,72.1,4.4,POINT (-118.4505 48.3937)
53019000200,Ferry,15.6,24.3,32.6,6.7,13.3,70.3,5.5,POINT (-118.3849 48.3330)
53019000300,Ferry,13.0,18.3,25.6,8.2,14.7,67.4,4.7,POINT (-118.4411 48.3709)
53019000400,Ferry,17.1,33.9,38.1,14.5,25.0,78.2,9.9,POINT (-118.6926 48.3873)
53021000100,Franklin,10.1,30.0,23.4,9.1,14.2,65.9,6.3,POINT (-119.0423 46.5244)
53021000200,Franklin,9.3,33.6,27.2,11.7,17.0,68.7,8.7,POINT (-119.0150 46.5988)
53021000300,Franklin,9.2,25.5,25.0,5.9,9.7,66.9,3.9,POINT (-118.8830 46.4827)
53021000400,Franklin,12.0,34.6,34.1,12.7,21.2,69.6,9.8,POINT (-118.9588 46.4655)
53021000500,Franklin,9.9,18.9,25.7,9.1,15.9,70.5,9.6,POINT (-119.0383 46.6247)
53021000600,Franklin,11.6,33.8,29.5,11.8,20.4,72.4,7.9,POINT (-118.9787 46.4047)
53021000700,Franklin,10.2,30.4,29.8,8.0,9.3,67.8,2.8,POINT (-118.8929 46.5073)
53021000800,Franklin,10.1,29.4,26.7,13.1,19.5,68.5,11.0,POINT (-118.7940 46.4917)
53021000900,Franklin,8.5,31.7,25.4,12.1,14.9,62.9,9.0,POINT (-118.9373 46.3918)
53021001000,Franklin,12.3,30.3,29.5,13.4,17.3,73.3,4.3,POINT (-118.8510 46.4947)
53021001100,Franklin,12.9,34.1,35.0,11.9,19.6,70.4,5.3,POINT (-118.9058 46.6699)
53021001200,Franklin,13.2,33.7,33.2,10.9,13.0,69.4,8.9,POINT (-118.9891 46.6761)
53021001300,Franklin,13.3,36.1,33.7,13.8,23.3,66.0,14.7,POINT (-119.0437 46.3893)
53021001400,Franklin,13.1,39.1,35.6,15.0,24.9,71.9,10.5,POINT (-118.9835 46.4985)
53021001500,Franklin,9.9,30.2,31.8,8.3,11.5,70.4,2.8,POINT (-118.9369 46.4091)
53021001600,Franklin,11.8,34.4,30.9,15.6,18.6,66.0,9.0,POINT (-119.0610 46.4814)
53021001700,Franklin,7.2,23.9,26.6,7.6,12.7,64.5,3.2,POINT (-118.7554 46.4688)
53021001800,Franklin,10.4,29.3,31.8,11.6,15.2,70.0,6.1,POINT (-118.8244 46.4706)
53021001900,Franklin,14.2,44.9,34.5,15.7,22.2,69.2,11.0,POINT (-118.9391 46.5636)
53021002000,Franklin,13.8,36.8,34.5,14.5,20.9,76.1,3.7,POINT (-118.9624 46.4517)
53021002100,Franklin,11.8,42.4,32.7,15.4,22.6,68.9,13.6,POINT (-118.9697 46.5576)
53021002200,Franklin,5.8,28.8,16.9,8.2,11.3,67.7,2.8,POINT (-119.0634 46.4445)
53021002300,Franklin,12.5,43.7,30.6,16.7,23.4,69.9,11.1,POINT (-118.9339 46.6439)
53021002400,Franklin,9.7,31.6,32.3,10.9,19.0,65.7,6.2,POINT (-118.9138 46.5676)
53021002500,Franklin,12.5,41.3,34.7,15.0,23.4,66.2,13.0,POINT (-118.8912 46.6418)
53023000100,Garfield,14.5,35.1,34.0,14.0,21.1,69.3,14.5,POINT (-117.3702 46.4242)
53023000200,Garfield,11.7,30.1,28.0,12.2,18.1,66.0,11.8,POINT (-117.6954 46.4959)
53023000300,Garfield,15.9,37.0,32.9,16.4,23.3,71.2,6.6,POINT (-117.4252 46.3333)
53025000100,Grant,13.9,31.4,36.2,12.2,17.9,69.1,8.7,POINT (-119.4319 47.3108)
53025000200,Grant,11.9,35.7,36.7,10.3,22.2,71.4,6.4,POINT (-119.3972 47.2263)
53025000300,Grant,8.3,25.4,26.4,8.0,16.7,63.8,7.8,POINT (-119.3779 47.1917)
53025000400,Grant,8.5,28.3,27.1,8.6,7.9,69.1,2.8,POINT (-119.2655 47.0925)
53025000500,Grant,12.7,40.0,30.7,16.2,26.9,63.1,16.5,POINT (-119.3975 47.2850)
53025000600,Grant,10.4,29.8,29.1,9.6,14.4,69.0,2.8,POINT (-119.5856 47.1549)
53025000700,Grant,8.9,30.5,22.8,11.5,17.9,61.6,8.4,POINT (-119.3854 47.1828)
53025000800,Grant,14.6,33.9,34.8,14.1,24.3,68.9,10.8,POINT (-119.4969 47.2501)
53025000900,Grant,15.2,47.1,41.4,18.6,26.7,68.8,14.1,POINT (-119.3245 47.2440)
53025001000,Grant,12.7,40.8,35.3,12.4,23.7,67.5,9.9,POINT (-119.4698 47.0679)
53025001100,Grant,12.3,42.6,41.2,17.3,25.2,72.9,12.5,POINT (-119.4315 47.2876)
53025001200,Grant,10.8,39.0,30.9,15.1,23.8,70.0,13.1,POINT (-119.4433 47.2554)
53025001300,Grant,10.1,27.2,24.5,10.1,17.6,68.7,11.9,POINT (-119.6282 47.3576)
53025001400,Grant,11.6,35.5,28.3,12.1,21.1,71.0,8.4,POINT (-119.6134 47.2073)
53025001500,Grant,11.5,25.5,28.5,10.8,18.3,69.7,8.2,POINT (-119.4968 47.1079)
53025001600,Grant,11.7,29.7,32.1,11.7,19.6,67.7,3.9,POINT (-119.2645 47.1067)
53025001700,Grant,14.4,35.7,33.6,15.1,22.4,72.5,11.4,POINT (-119.5156 47.3440)
53025001800,Grant,13.4,29.8,36.3,11.9,18.6,70.8,2.9,POINT (-119.4365 47.2519)
53025001900,Grant,12.7,30.0,28.6,8.1,18.3,67.0,11.8,POINT (-119.3990 47.3047)
53025002000,Grant,10.3,22.5,24.1,10.0,14.7,65.4,7.5,POINT (-119.3447 47.0601)
53025002100,Grant,12.9,39.9,37.6,14.4,19.8,69.5,8.2,POINT (-119.4461 47.2841)
53025002200,Grant,9.2,23.8,26.2,7.8,13.1,65.8,4.3,POINT (-119.2866 47.3309)
53025002300,Grant,9.3,32.2,29.4,7.5,12.0,65.0,2.8,POINT (-119.4068 47.2172)
53025002400,Grant,11.4,25.8,27.0,7.2,14.2,68.7,3.2,POINT (-119.5305 47.3590)
53025002500,Grant,12.1,31.0,30.5,14.6,24.4,64.4,16.1,POINT (-119.5769 47.1574)
53027000100,Grays Harbor,14.3,31.6,36.5,15.3,20.0,67.0,12.0,POINT (-123.6722 47.2688)
53027000200,Grays Harbor,12.9,36.6,33.7,14.5,18.9,72.6,9.5,POINT (-123.5773 47.0317)
53027000300,Grays Harbor,11.7,31.6,26.0,12.3,20.0,67.3,12.5,POINT (-123.6298 47.2193)
53027000400,Grays Harbor,11.4,33.8,27.2,12.1,18.3,68.7,6.9,POINT (-123.7680 47.0144)
53027000500,Grays Harbor,11.9,35.9,29.9,10.0,21.7,73.3,5.1,POINT (-123.7528 47.2096)
53027000600,Grays Harbor,14.0,33.9,34.9,13.6,20.8,67.4,8.1,POINT (-123.6429 47.2000)
53027000700,Grays Harbor,10.0,24.8,25.9,7.0,14.1,72.7,2.8,POINT (-123.6305 47.1123)
53027000800,Grays Harbor,12.8,36.2,33.8,13.7,23.1,71.0,7.2,POINT (-123.8616 47.0489)
53027000900,Grays Harbor,14.4,41.0,34.0,15.8,26.0,68.8,15.6,POINT (-123.8242 47.0130)
53027001000,Grays Harbor,17.1,40.6,38.7,17.2,29.0,69.6,18.8,POINT (-123.6479 47.1140)
53027001100,Grays Harbor,8.9,29.6,23.4,13.2,22.6,64.2,11.6,POINT (-123.7953 47.1959)
53027001200,Grays Harbor,14.4,35.3,35.0,13.6,17.3,69.8,4.7,POINT (-123.9489 47.1956)
53027001300,Grays Harbor,11.0,37.0,26.4,14.7,20.6,66.6,12.1,POINT (-123.7192 47.0541)
53027001400,Grays Harbor,13.1,37.0,35.7,13.3,19.9,66.9,6.6,POINT (-123.6603 47.1924)
53027001500,Grays Harbor,17.1,48.9,42.9,18.9,32.4,73.4,16.9,POINT (-123.6810 47.1209)
53027001600,Grays Harbor,11.6,31.1,30.6,11.4,12.7,68.2,2.8,POINT (-123.5846 47.2052)
53027001700,Grays Harbor,12.7,47.0,34.8,17.0,27.8,71.2,13.9,POINT (-123.7493 47.0645)
53027001800,Grays Harbor,13.8,44.9,32.5,17.9,24.2,70.5,9.1,POINT (-123.5705 47.1805)
53027001900,Grays Harbor,11.2,29.6,31.4,12.4,15.5,69.0,3.8,POINT (-123.7607 47.0604)
53027002000,Grays Harbor,9.1,26.0,24.0,13.2,18.6,62.4,9.4,POINT (-123.7596 47.1039)
53027002100,Grays Harbor,14.8,47.0,33.4,14.4,28.7,71.0,11.6,POINT (-123.9510 47.0696)
53027002200,Grays Harbor,13.6,23.7,32.1,9.6,18.6,66.1,9.2,POINT (-123.8357 47.1718)
53029000100,Island,6.0,28.0,22.0,8.3,11.5,69.6,5.4,POINT (-122.7404 48.1246)
53029000200,Island,7.8,30.3,23.8,9.8,16.2,75.8,2.8,POINT (-122.4898 48.0848)
53029000300,Island,12.0,42.7,37.3,19.9,29.8,71.3,16.0,POINT (-122.5441 48.2443)
53029000400,Island,11.4,42.0,33.8,13.4,22.4,68.0,10.7,POINT (-122.5087 48.1969)
53029000500,Island,11.4,35.1,34.4,13.5,24.1,63.4,12.6,POINT (-122.6404 48.2150)
53029000600,Island,8.9,37.6,29.2,9.9,19.6,67.7,6.0,POINT (-122.5767 48.2175)
53029000700,Island,6.8,27.5,24.0,4.9,13.4,72.5,4.8,POINT (-122.7614 48.2400)
53029000800,Island,5.5,25.0,23.0,9.0,15.5,65.3,8.0,POINT (-122.6276 48.1137)
53029000900,Island,9.5,39.9,33.7,16.3,24.4,74.0,12.0,POINT (-122.8316 48.2168)
53029001000,Island,6.2,33.4,27.2,10.5,15.6,69.7,6.7,POINT (-122.6641 48.1887)
53029001100,Island,8.8,33.6,34.3,14.3,21.9,72.8,7.2,POINT (-122.8396 48.3181)
53029001200,Island,9.3,41.2,31.3,13.5,20.3,66.4,7.9,POINT (-122.5409 48.1745)
53029001300,Island,7.4,23.3,26.0,9.5,12.8,72.8,5.1,POINT (-122.7540 48.2645)
53029001400,Island,10.9,33.3,35.6,10.5,21.2,71.5,10.3,POINT (-122.6727 48.3236)
53029001500,Island,5.4,21.7,23.9,4.8,11.0,64.3,6.1,POINT (-122.4794 48.2195)
53029001600,Island,5.3,27.9,24.6,7.6,14.4,69.2,3.8,POINT (-122.7266 48.3541)
53029001700,Island,5.8,17.8,23.4,3.5,7.3,67.8,2.8,POINT (-122.7397 48.1122)
53029001800,Island,7.6,28.4,28.9,10.5,17.5,70.4,3.7,POINT (-122.8617 48.0791)
53029001900,Island,10.2,37.6,30.2,13.5,21.6,68.8,11.5,POINT (-122.4936 48.1887)
53029002000,Island,11.9,42.9,33.1,17.6,29.9,70.6,19.1,POINT (-122.6654 48.3314)
53029002100,Island,13.4,45.4,39.9,19.9,30.3,71.0,15.4,POINT (-122.8676 48.2396)
53029002200,Island,12.3,35.1,39.9,14.7,20.3,72.6,3.3,POINT (-122.8601 48.1347)
53031000100,Jefferson,11.2,38.7,31.6,14.6,27.4,67.7,12.5,POINT (-123.6517 47.8364)
53031000200,Jefferson,13.3,47.5,38.1,20.4,33.3,68.1,17.8,POINT (-123.4527 47.8707)
53031000300,Jefferson,12.7,45.1,38.1,15.7,30.2,69.5,14.8,POINT (-123.6469 47.6788)
53031000400,Jefferson,10.5,40.3,34.4,15.7,24.9,70.0,13.4,POINT (-123.3497 47.7983)
53031000500,Jefferson,3.3,18.5,17.5,3.5,6.9,66.2,4.4,POINT (-123.5706 47.8255)
53031000600,Jefferson,13.6,37.2,36.6,14.4,22.5,71.1,8.5,POINT (-123.5857 47.7862)
53031000700,Jefferson,6.8,29.2,26.0,8.1,16.0,66.6,7.2,POINT (-123.4105 47.9097)
53031000800,Jefferson,11.7,35.5,34.7,12.4,20.3,69.7,7.0,POINT (-123.5407 47.7943)
53031000900,Jefferson,9.2,24.1,26.4,7.7,13.2,67.7,4.9,POINT (-123.5734 47.7954)
53031001000,Jefferson,10.8,38.0,30.8,11.7,17.5,68.1,6.3,POINT (-123.5520 47.6187)
53033000100,King,6.4,21.9,22.9,7.3,13.7,66.0,5.4,POINT (-121.7895 47.6191)
53033000200,King,6.0,26.8,21.9,9.7,10.6,66.2,4.8,POINT (-121.6860 47.3652)
53033000300,King,8.8,44.1,32.2,14.1,22.4,64.6,11.3,POINT (-121.9425 47.4207)
53033000400,King,6.3,31.4,23.8,10.2,14.6,73.1,3.8,POINT (-121.8091 47.4291)
53033000500,King,12.9,43.6,39.5,17.8,28.7,65.3,15.7,POINT (-121.8434 47.5034)
53033000600,King,10.5,35.1,29.2,12.9,25.0,72.7,12.3,POINT (-121.9134 47.5553)
53033000700,King,10.7,34.2,28.8,10.9,22.9,68.3,11.4,POINT (-121.9699 47.5746)
53033000800,King,7.6,38.3,32.6,18.0,24.2,70.0,8.8,POINT (-121.7745 47.5748)
53033000900,King,12.0,33.1,35.8,10.7,18.3,68.5,6.5,POINT (-121.8474 47.5450)
53033001000,King,7.0,26.3,27.9,6.7,13.5,73.0,2.8,POINT (-122.0081 47.5401)
53033001100,King,6.5,26.9,28.1,9.4,13.8,70.4,2.8,POINT (-122.0178 47.5955)
53033001200,King,10.0,36.3,31.5,11.8,18.0,71.5,9.8,POINT (-121.8093 47.3846)
53033001300,King,6.7,30.3,20.5,8.9,14.9,64.4,5.3,POINT (-122.0095 47.5618)
53033001400,King,6.7,29.4,25.1,5.5,6.9,67.2,2.8,POINT (-121.6506 47.6162)
53033001500,King,1.6,15.8,13.5,6.0,6.9,66.3,2.8,POINT (-121.8475 47.5218)
53033001600,King,3.0,24.6,19.3,8.0,21.1,60.4,17.4,POINT (-121.9087 47.5624)
53033001700,King,7.6,31.2,27.4,10.0,15.3,69.8,2.8,POINT (-121.6735 47.4880)
53033001800,King,10.2,33.0,29.2,11.3,22.1,67.5,12.5,POINT (-121.6692 47.6267)
53033001900,King,6.5,31.2,27.4,14.2,19.3,70.1,9.4,POINT (-121.9470 47.4187)
53033002000,King,11.6,34.2,36.6,12.8,21.3,71.2,10.1,POINT (-121.8635 47.4293)
53033002100,King,8.1,31.7,32.4,13.2,21.9,68.2,8.9,POINT (-121.8903 47.4343)
53033002200,King,10.7,39.7,37.8,13.9,22.3,66.3,10.0,POINT (-121.7350 47.5262)
53033002300,King,10.8,33.9,35.0,12.5,21.6,67.0,11.1,POINT (-121.7142 47.5607)
53033002400,King,1.6,16.0,8.9,5.4,9.0,65.6,7.6,POINT (-122.0209 47.3497)
53033002500,King,6.0,34.6,27.6,11.2,20.2,65.5,8.2,POINT (-121.8268 47.5768)
53033002600,King,6.8,26.1,22.6,10.9,15.6,68.2,6.1,POINT (-122.0190 47.5134)
53033002700,King,3.8,23.9,15.0,6.6,7.2,71.8,2.8,POINT (-121.7847 47.4166)
53033002800,King,8.6,37.4,27.9,14.5,22.2,69.2,14.3,POINT (-121.6732 47.5978)
53033002900,King,10.2,36.1,28.2,11.4,19.3,69.3,6.2,POINT (-121.8218 47.4901)
53033003000,King,14.4,48.3,43.1,19.9,30.6,69.2,16.5,POINT (-121.8250 47.5899)
53033003100,King,9.0,27.0,30.1,9.4,11.6,66.9,3.0,POINT (-121.6780 47.4951)
53033003200,King,13.1,42.7,34.9,17.6,23.6,73.2,9.9,POINT (-121.6764 47.5770)
53033003300,King,8.1,36.7,25.8,10.2,16.4,71.8,2.8,POINT (-121.8302 47.4055)
53033003400,King,1.6,15.8,15.9,5.6,6.9,64.7,4.5,POINT (-121.9955 47.5927)
53033003500,King,3.7,20.7,19.7,6.6,9.1,67.1,2.8,POINT (-121.9668 47.5784)
53033003600,King,6.7,30.2,23.2,10.2,17.2,66.6,8.9,POINT (-121.7952 47.5824)
53033003700,King,5.9,25.8,25.4,8.7,12.6,69.0,5.9,POINT (-121.8507 47.3980)
53033003800,King,3.2,26.7,18.5,8.7,15.5,62.3,6.9,POINT (-121.7865 47.5446)
53033003900,King,7.6,26.4,31.3,7.5,12.7,70.7,2.8,POINT (-121.6803 47.4682)
53033004000,King,7.4,30.8,26.1,10.4,15.5,63.8,8.5,POINT (-121.8377 47.4958)
53033004100,King,12.7,39.7,38.0,16.9,23.2,75.9,10.2,POINT (-121.6712 47.3587)
53033004200,King,12.4,35.8,41.0,15.6,26.0,72.3,11.9,POINT (-121.8287 47.3931)
53033004300,King,11.3,37.6,29.6,12.0,20.4,70.3,9.3,POINT (-121.9538 47.5811)
53033004400,King,11.4,28.4,33.9,7.4,17.7,70.6,7.8,POINT (-121.9437 47.4982)
53033004500,King,6.2,32.9,28.0,12.3,17.9,70.4,5.8,POINT (-121.8143 47.5679)
53033004600,King,10.5,42.7,36.7,14.7,24.7,67.1,13.8,POINT (-121.6822 47.5968)
53033004700,King,9.5,25.1,26.7,8.4,14.5,65.0,8.0,POINT (-121.7498 47.5346)
53033004800,King,9.0,31.6,27.9,13.4,24.1,66.8,12.3,POINT (-121.8862 47.5048)
53033004900,King,9.6,32.0,30.5,13.1,15.8,73.1,5.7,POINT (-121.6767 47.5344)
53033005000,King,7.3,28.9,26.5,6.5,16.8,69.2,7.7,POINT (-121.9142 47.4650)
53033005100,King,10.7,31.3,34.0,11.3,21.3,63.9,11.5,POINT (-121.8658 47.4565)
53033005200,King,6.8,30.4,27.2,9.0,13.6,68.6,2.8,POINT (-121.8406 47.3621)
53033005300,King,10.4,33.6,25.1,11.6,16.9,63.1,6.6,POINT (-121.8046 47.4883)
53033005400,King,8.6,37.7,30.9,12.4,21.3,68.2,8.5,POINT (-121.7948 47.4488)
53033005500,King,5.5,18.0,20.9,5.5,9.6,66.0,2.8,POINT (-121.6578 47.6035)
53033005600,King,9.9,28.3,32.9,8.5,14.4,66.0,4.6,POINT (-122.0230 47.5151)
53033005700,King,10.8,38.2,36.4,15.5,21.4,69.6,8.1,POINT (-121.7577 47.6308)
53033005800,King,11.7,32.3,36.8,14.2,26.8,69.3,16.2,POINT (-121.9811 47.4408)
53033005900,King,14.0,39.4,35.6,12.0,24.2,65.3,12.2,POINT (-121.9729 47.3830)
53033006000,King,9.4,34.2,32.1,13.0,23.6,66.8,11.0,POINT (-121.6791 47.3537)
53033006100,King,6.4,31.3,27.8,11.5,20.3,65.1,14.7,POINT (-121.7600 47.5022)
53033006200,King,12.1,41.8,41.3,13.1,22.0,70.3,10.7,POINT (-121.7234 47.5884)
53033006300,King,5.7,29.7,27.6,11.2,17.3,65.6,6.4,POINT (-121.6531 47.6048)
53033006400,King,11.5,40.7,35.3,14.7,19.1,67.3,13.3,POINT (-121.6599 47.4717)
53033006500,King,5.1,26.1,25.1,5.8,11.7,71.6,2.8,POINT (-122.0117 47.5570)
53033006600,King,15.5,37.5,44.5,15.3,27.8,74.0,11.5,POINT (-121.7653 47.5445)
53033006700,King,8.9,24.1,30.2,9.2,17.1,72.6,7.5,POINT (-121.8908 47.6118)
53033006800,King,8.7,28.1,27.0,12.2,21.9,67.4,12.3,POINT (-122.0351 47.5155)
53033006900,King,6.1,32.2,26.7,14.6,17.9,66.7,9.6,POINT (-122.0151 47.4396)
53033007000,King,10.0,33.4,29.5,14.0,23.1,65.9,16.4,POINT (-121.7130 47.4966)
53033007100,King,11.3,37.4,34.8,15.3,21.8,70.2,5.3,POINT (-121.8290 47.4019)
53033007200,King,10.5,28.5,35.9,10.2,17.5,69.0,6.5,POINT (-121.9917 47.4012)
53033007300,King,11.9,27.0,37.4,11.2,16.4,67.8,11.1,POINT (-122.0083 47.4933)
53033007400,King,6.0,21.7,26.3,7.5,10.2,69.2,2.8,POINT (-122.0275 47.5162)
53033007500,King,11.1,41.2,36.2,16.4,29.5,70.4,12.9,POINT (-121.8200 47.3720)
53033007600,King,9.5,42.7,29.6,14.9,24.3,68.9,10.1,POINT (-122.0284 47.5174)
53033007700,King,11.1,46.9,36.2,16.1,22.1,71.6,11.9,POINT (-121.7046 47.5120)
53033007800,King,9.5,33.5,29.5,10.1,19.9,72.2,4.6,POINT (-121.9875 47.5567)
53033007900,King,12.3,41.4,40.5,13.6,20.3,71.7,8.8,POINT (-121.7711 47.5177)
53033008000,King,12.8,43.0,37.4,14.8,27.9,68.2,18.6,POINT (-121.6979 47.3512)
53033008100,King,7.6,37.0,30.1,12.8,18.7,68.3,9.3,POINT (-121.6998 47.6119)
53033008200,King,8.5,29.0,28.3,10.4,12.0,70.3,2.8,POINT (-121.7420 47.5874)
53033008300,King,5.5,18.3,17.3,3.5,6.9,72.8,2.8,POINT (-121.7685 47.5300)
53033008400,King,8.8,33.9,30.2,12.1,16.5,73.7,9.7,POINT (-121.7750 47.5819)
53033008500,King,4.1,18.8,19.0,3.5,8.5,65.1,7.6,POINT (-121.8896 47.4383)
53033008600,King,11.3,37.9,37.4,16.7,23.9,68.1,12.6,POINT (-122.0332 47.6091)
53033008700,King,10.5,36.0,29.0,11.8,19.9,68.9,14.1,POINT (-121.6581 47.5496)
53033008800,King,4.9,27.0,26.1,13.0,16.4,69.2,8.7,POINT (-121.6424 47.5519)
53033008900,King,8.8,31.8,30.7,6.5,16.0,70.8,4.5,POINT (-122.0263 47.5463)
53033009000,King,13.5,38.0,37.3,18.9,26.0,68.4,14.3,POINT (-121.9261 47.5881)
53033009100,King,10.4,36.2,29.6,12.4,19.2,69.0,9.9,POINT (-121.9152 47.4738)
53033009200,King,9.4,25.4,32.4,9.7,19.9,71.2,11.5,POINT (-121.8674 47.4206)
53033009300,King,9.5,39.5,33.2,14.4,28.0,72.6,15.2,POINT (-121.7867 47.4536)
53033009400,King,5.2,19.5,22.4,6.0,8.9,68.1,5.9,POINT (-121.9212 47.5839)
53033009500,King,10.1,29.5,31.1,9.3,16.1,68.6,5.5,POINT (-121.7732 47.4041)
53033009600,King,5.2,24.8,21.0,3.5,12.5,71.6,2.8,POINT (-121.6795 47.5411)
53033009700,King,8.4,26.2,32.4,13.0,19.4,72.5,8.9,POINT (-121.6988 47.3448)
53033009800,King,5.0,23.1,22.2,6.1,10.4,67.5,2.9,POINT (-121.7915 47.4963)
53033009900,King,8.5,26.8,26.4,6.9,16.0,62.5,11.1,POINT (-121.8670 47.3674)
53033010000,King,11.8,36.5,28.6,13.1,21.7,65.7,10.9,POINT (-121.9383 47.4082)
53033010100,King,12.2,41.5,34.3,12.9,21.9,70.0,11.1,POINT (-121.7150 47.4912)
53033010200,King,7.0,31.0,31.4,12.3,18.4,68.9,7.3,POINT (-121.8036 47.5631)
53033010300,King,11.3,34.1,34.2,13.1,20.3,66.0,11.2,POINT (-121.8691 47.5018)
53033010400,King,8.2,33.2,27.4,14.1,18.5,73.3,3.6,POINT (-121.8159 47.6318)
53033010500,King,9.4,35.5,29.1,13.7,24.3,62.0,16.1,POINT (-121.9480 47.4162)
53033010600,King,1.6,15.8,20.0,3.5,6.9,67.0,2.8,POINT (-121.8309 47.5234)
53033010700,King,3.8,17.9,22.9,8.4,11.4,63.6,10.5,POINT (-121.7080 47.3423)
53033010800,King,12.3,41.9,34.9,16.1,25.2,71.2,15.9,POINT (-121.7753 47.5512)
53033010900,King,10.5,30.7,35.9,12.2,21.7,75.1,6.2,POINT (-121.8952 47.3606)
53033011000,King,8.3,28.8,24.1,10.6,22.9,62.1,14.3,POINT (-121.6950 47.6206)
53033011100,King,9.9,34.9,31.7,10.4,19.2,67.8,3.5,POINT (-121.9772 47.4257)
53033011200,King,11.3,41.2,35.3,16.2,27.7,70.9,16.5,POINT (-121.8977 47.4747)
53033011300,King,7.6,35.7,28.9,12.9,16.8,69.8,4.7,POINT (-121.6534 47.5447)
53033011400,King,6.7,24.6,22.3,12.1,20.1,72.5,7.2,POINT (-122.0151 47.4489)
53033011500,King,8.5,25.9,26.4,7.2,16.8,67.6,10.3,POINT (-122.0248 47.6093)
53033011600,King,9.9,44.4,29.3,18.8,29.7,65.4,20.4,POINT (-121.7742 47.6258)
53033011700,King,9.2,31.9,28.1,10.1,22.4,69.0,13.1,POINT (-121.9601 47.6225)
53033011800,King,6.4,24.1,27.1,5.2,10.1,69.4,2.8,POINT (-121.8447 47.3522)
53033011900,King,7.9,32.2,29.9,12.8,17.0,68.2,10.4,POINT (-121.9074 47.4752)
53033012000,King,10.6,29.4,33.2,7.2,15.6,76.5,2.8,POINT (-121.7110 47.6273)
53033012100,King,6.3,30.7,21.1,8.9,16.2,65.4,7.5,POINT (-121.9749 47.5385)
53033012200,King,10.2,36.7,33.3,13.0,22.2,69.7,11.6,POINT (-121.7492 47.5603)
53033012300,King,7.1,28.1,23.6,9.4,13.3,64.4,7.0,POINT (-121.6701 47.4675)
